Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
G:\RoboND\IMG\robocam_2018_07_23_18_59_00_711.jpg;0;1;0;5.016016;131.9398;103.4157;1.468911;4.451851;-0.001785187
G:\RoboND\IMG\robocam_2018_07_23_18_59_00_778.jpg;-1.528265;1;0;5.016305;132.3407;103.445;1.511442;4.361923;-0.001592468
G:\RoboND\IMG\robocam_2018_07_23_18_59_00_844.jpg;-4.502145;1;0;5.01045;132.6407;103.4649;1.500461;3.83873;0.004974883
G:\RoboND\IMG\robocam_2018_07_23_18_59_00_911.jpg;-7.50424;1;0;4.993115;132.9407;103.4816;1.484865;2.983223;0.0010261
G:\RoboND\IMG\robocam_2018_07_23_18_59_00_978.jpg;-10.49705;1;0;5.001928;133.3407;103.4957;1.458438;1.48568;359.9318
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_044.jpg;-13.52635;1;0;5.010482;133.6391;103.4988;1.308174;359.8212;359.8503
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_110.jpg;-15;1;0;4.990978;133.9342;103.4914;1.056335;358.0536;359.6217
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_179.jpg;-15;1;0;5.021178;134.326;103.4684;0.5965526;355.2035;359.2518
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_244.jpg;-11.95375;1;0;5.007399;134.6171;103.441;0.1598915;353.1806;358.9254
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_309.jpg;-8.963367;1;0;5.008986;134.9088;103.4066;359.8223;351.6338;358.6323
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_379.jpg;-5.896135;1;0;5.002196;135.3049;103.3573;359.789;350.3495;358.7057
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_446.jpg;-2.896885;1;0;5.020277;135.6065;103.3129;0.01442733;349.6854;358.9044
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_511.jpg;-5.909948;1;0;5.011962;135.9052;103.26;0.1761217;348.96;358.9951
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_578.jpg;-8.900949;1;0;5.011255;136.2997;103.179;0.2967256;347.6057;359.028
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_644.jpg;-11.87849;1;0;5.004465;136.5913;103.1111;0.2642396;346.1438;359.0314
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_711.jpg;-14.88277;1;0;4.999837;136.8795;103.0339;0.1612938;344.2927;358.942
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_777.jpg;-15;1;0;5.009162;137.258;102.9182;359.9356;341.6901;358.7693
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_844.jpg;-15;1;0;5.003024;137.5426;102.8225;359.9714;339.9532;358.7137
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_911.jpg;-15;1;0;5.003887;137.8246;102.7189;0.007519932;338.1149;358.7401
G:\RoboND\IMG\robocam_2018_07_23_18_59_01_978.jpg;-15;1;0;5.002229;138.1953;102.5681;0.02187427;335.5897;358.887
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_045.jpg;-15;1;0;5.008744;138.4661;102.4406;-0.00230791;333.5402;358.8202
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_111.jpg;-15;1;0;5.003221;138.7341;102.3057;0.01393279;331.5951;358.8178
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_178.jpg;-13.49142;1;0;5.010784;139.0839;102.1123;0.01319283;328.9632;358.8427
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_244.jpg;-10.52765;1;0;5.009728;139.3407;101.9574;0.01068909;327.2453;358.8465
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_310.jpg;-7.575103;1;0;5.01103;139.5935;101.7955;0.008217251;325.8449;358.8571
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_375.jpg;-4.579978;1;0;5.011172;139.8428;101.6281;0.009538199;324.7984;358.8819
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_443.jpg;-4.623461;1;0;5.012455;140.1706;101.3979;0.005443394;323.865;358.9165
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_511.jpg;-1.595323;1;0;5.011465;140.4138;101.2211;0.01427486;323.3462;358.9336
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_577.jpg;0;1;0;5.012096;140.7371;100.9829;0.05557977;323.0612;359.0049
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_644.jpg;-1.513083;1;0;5.011515;140.9789;100.8021;0.1311634;322.9442;359.0549
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_711.jpg;-4.506074;1;0;5.011579;141.2197;100.6194;0.2243487;322.6567;359.1034
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_777.jpg;-7.499191;1;0;5.01142;141.5372;100.3716;0.3419408;321.7676;359.1386
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_845.jpg;-10.51588;1;0;5.019035;141.7709;100.1806;0.4209732;320.6122;359.0971
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_911.jpg;-7.519315;1;0;5.011258;142.0004;99.98872;0.3644485;319.331;359.1254
G:\RoboND\IMG\robocam_2018_07_23_18_59_02_977.jpg;-4.464171;0.8965382;0;4.994675;142.3005;99.72635;0.2551927;317.9316;359.1035
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_044.jpg;-1.486326;0.6980152;0;5.008981;142.5224;99.52645;0.1612997;317.3437;359.0559
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_111.jpg;0;0.5010388;0;5.004657;142.7431;99.32497;0.0799431;317.0979;359.0038
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_179.jpg;0;0;0.09893915;4.993223;143.0348;99.05633;359.946;316.9985;358.9615
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_243.jpg;0;0;0.2959878;4.957837;143.2508;98.8573;359.8105;316.9731;358.9985
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_309.jpg;0;0;0.4932913;4.881572;143.4632;98.66285;359.6425;316.973;359.1632
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_375.jpg;0;0;0.6921769;4.720365;143.6689;98.47457;359.3795;317.0045;359.4222
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_442.jpg;0;0;0.8926448;4.572806;143.9293;98.23701;358.8076;317.1169;359.9239
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_509.jpg;0;0;1;4.394316;144.1151;98.06354;358.414;317.2512;0.1802866
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_577.jpg;0;0;1;4.228052;144.3556;97.83345;358.1776;317.0152;0.1881678
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_644.jpg;0;0;1;4.10667;144.5308;97.6618;358.2344;316.5305;359.9546
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_713.jpg;0;0;1;3.95035;144.7061;97.49574;358.4964;316.1908;359.9771
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_778.jpg;0;0;1;3.831027;144.9317;97.28134;358.9964;316.3284;0.09660707
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_844.jpg;0;0;1;3.587067;145.0812;97.13722;358.8876;316.4893;0.06610029
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_911.jpg;0;0;1;3.295235;145.2194;97.00455;358.563;316.5532;359.9941
G:\RoboND\IMG\robocam_2018_07_23_18_59_03_978.jpg;0;0;1;3.141003;145.3971;96.83747;358.2455;316.6583;0.01300261
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_044.jpg;0;0;1;3.022093;145.5268;96.71436;358.252;316.7482;359.9862
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_110.jpg;0;0;1;2.85742;145.6545;96.5947;358.4506;316.786;0.006311694
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_181.jpg;0;0;1;2.693761;145.8144;96.44391;358.7468;316.8035;-0.003131056
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_243.jpg;0;0;1;2.489636;145.9206;96.34379;358.7374;316.8074;-0.002372092
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_309.jpg;0;0;1;2.328396;146.0184;96.25173;358.634;316.818;-0.002361836
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_378.jpg;0;0;1;2.14233;146.1431;96.13428;358.7405;316.7731;-0.004469464
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_444.jpg;0;0;1;1.965132;146.2262;96.05589;358.7245;316.7541;-0.003809788
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_511.jpg;0;0;1;1.72203;146.3006;95.98576;358.608;316.7495;-0.0002988022
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_577.jpg;0;0;1;1.613522;146.387;95.90505;358.3831;317.5541;359.9655
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_644.jpg;0;0;1;1.3227;146.4242;95.86491;357.2754;318.4686;359.5282
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_710.jpg;0;0;1;1.038066;146.4471;95.839;355.7225;318.9177;359.0753
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_777.jpg;0;0;1;0.7317632;146.4528;95.83558;353.3803;319.4016;359.1337
G:\RoboND\IMG\robocam_2018_07_23_18_59_04_844.jpg;0;0;1;0.3873711;146.4527;95.83669;352.1404;319.5401;359.6358
